53197,58362,FULL
59741,74810,FULL
80681,89465,FULL
95690,110365,FULL
62,15414,FULL
15608,30931,FULL
32022,42998,FULL
58268,64668,FULL
74509,82196,FULL
86106,86183,FULL
94563,98448,FULL
104463,110389,FULL
63,6196,FULL
7210,11900,FULL
19010,33999,FULL
46566,55555,FULL
55985,69328,FULL
74941,81801,FULL
82262,105781,FULL
105781,110118,FULL
64,99010,FULL
66,836,FULL
5984,13982,FULL
26361,39007,FULL
41157,43821,FULL
45235,49669,FULL
57344,76423,FULL
78117,105544,FULL
69,6524,FULL
8779,16262,FULL
21624,34647,FULL
71675,84714,FULL
91446,95470,FULL
106084,107086,FULL
107407,110393,FULL
70,14404,FULL
16763,33761,FULL
38041,39331,FULL
39384,47499,FULL
93656,96986,FULL
71,163,FULL
4101,6455,FULL
8593,20853,FULL
42526,50338,FULL
56292,93408,FULL
100932,105767,FULL
74,7823,FULL
17017,17396,FULL
17577,20475,FULL
52829,55698,FULL
57551,65110,FULL
66158,73067,FULL
89466,93668,FULL
104495,105926,FULL
79,1694,FULL
3181,4304,FULL
4585,14881,FULL
40537,67088,FULL
69016,69499,FULL
70711,79155,FULL
79539,109525,FULL
109525,110028,FULL
82,3362,FULL
4474,16310,FULL
22731,23214,FULL
27900,35234,FULL
50478,50734,FULL
52924,53653,FULL
59695,64506,FULL
67143,83526,FULL
94471,108065,FULL
83,8259,FULL
13592,31672,FULL
37563,54747,FULL
61999,65103,FULL
68942,74435,FULL
83433,90018,FULL
93763,109314,FULL
85,17112,FULL
33085,37905,FULL
39885,41716,FULL
57128,78147,FULL
82091,91328,FULL
104768,105098,FULL
87,6390,FULL
40828,44225,FULL
52799,61048,FULL
65218,66157,FULL
70590,75500,FULL
85823,87755,FULL
97817,110330,FULL
110330,111420,FULL
92,1481,FULL
4706,7939,FULL
23965,24282,FULL
26987,30062,FULL
37953,38591,FULL
40611,44411,FULL
73271,88651,FULL
88651,110677,FULL
94,2095,FULL
6018,29431,FULL
30429,32507,FULL
46774,57316,FULL
61006,65582,FULL
66671,70888,FULL
79687,107197,FULL
107197,109616,FULL
96,3735,FULL
7466,19006,FULL
23056,33053,FULL
41128,50608,FULL
63383,74456,FULL
84219,84441,FULL
100691,110332,FULL
99,353,FULL
3411,10083,FULL
16277,47321,FULL
67150,69471,FULL
73665,75593,FULL
76325,87297,FULL
87297,90732,FULL
101,4285,FULL
4885,60782,FULL
79358,93842,FULL
97285,104747,FULL
104747,105066,FULL
102,5216,FULL
5968,9834,FULL
21749,24045,FULL
31101,32989,FULL
44274,71663,FULL
81429,83985,FULL
98025,104668,FULL
103,5657,FULL
6896,9297,FULL
15474,18994,FULL
19511,21767,FULL
39465,45982,FULL
48626,50072,FULL
59515,61820,FULL
66737,82073,FULL
107711,108482,FULL
104,3545,FULL
10991,39930,FULL
40097,46106,FULL
49254,52777,FULL
55065,68467,FULL
69272,84373,FULL
84373,108903,FULL
107,2145,FULL
15717,18391,FULL
28712,34390,FULL
37225,77589,FULL
80130,91161,FULL
95718,97381,FULL
97381,110215,FULL
108,24901,FULL
26971,28718,FULL
39214,43433,FULL
57396,62943,FULL
63504,86428,FULL
87115,97524,FULL
109,1400,FULL
10349,10531,FULL
83993,84377,FULL
96801,102895,FULL
107635,109542,FULL
109542,111553,FULL
111,2169,FULL
29113,32566,FULL
40112,41519,FULL
53662,79645,FULL
94556,102283,FULL
113,13261,FULL
22906,32697,FULL
36609,38577,FULL
58620,62213,FULL
63177,72568,FULL
76853,81301,FULL
81301,105433,FULL
114,2391,FULL
11447,21430,FULL
27027,34987,FULL
36116,45574,FULL
50081,50467,FULL
51814,54729,FULL
73941,88157,FULL
103572,108240,FULL
117,8999,FULL
11052,12118,FULL
14707,26980,FULL
31925,39397,FULL
43670,47514,FULL
52967,62175,FULL
67621,77021,FULL
87882,88181,FULL
88181,106528,FULL
123,7082,FULL
18480,33577,FULL
42711,43415,FULL
51265,74997,FULL
75482,85783,FULL
127,20507,FULL
29982,49278,FULL
69025,70213,FULL
71829,74113,FULL
77081,78578,FULL
84229,84939,FULL
93703,98172,FULL
106600,107324,FULL
128,26966,FULL
29574,33107,FULL
38862,71453,FULL
81346,82722,FULL
86749,96972,FULL
96972,111299,FULL
131,7083,FULL
30109,38648,FULL
42483,51315,FULL
69569,84175,FULL
84452,91163,FULL
98541,100991,FULL
100991,104528,FULL
132,340,FULL
22567,27681,FULL
27843,38914,FULL
39315,39437,FULL
42435,44022,FULL
49461,63688,FULL
65726,75362,FULL
78710,105089,FULL
105089,107136,FULL
134,12016,FULL
17282,20881,FULL
21900,52914,FULL
54760,62873,FULL
66550,68960,FULL
70279,70391,FULL
82524,82955,FULL
94386,111937,FULL
137,2674,FULL
12467,18543,FULL
25415,28877,FULL
48212,52660,FULL
56541,61512,FULL
72579,74231,FULL
87669,98048,FULL
99219,99717,FULL
105895,110501,FULL
110501,111755,FULL
139,2536,FULL
2914,7801,FULL
13682,16210,FULL
16623,19703,FULL
21444,21641,FULL
26544,34201,FULL
53056,58905,FULL
66418,77621,FULL
93398,96738,FULL
101007,109539,FULL
142,3143,FULL
23706,41205,FULL
48959,57552,FULL
75380,84397,FULL
95413,97060,FULL
143,726,FULL
9377,11360,FULL
13013,29343,FULL
30720,32426,FULL
55164,74934,FULL
74960,82017,FULL
144,6072,FULL
17172,29481,FULL
33651,33996,FULL
37600,44341,FULL
45844,46577,FULL
47616,55469,FULL
60963,62792,FULL
67821,70922,FULL
81924,91317,FULL
95040,99632,FULL
146,19553,FULL
20142,33175,FULL
40636,62899,FULL
65708,68238,FULL
68487,72023,FULL
79548,86574,FULL
86769,90274,FULL
90917,96791,FULL
101471,101973,FULL
148,612,FULL
20834,36762,FULL
47065,59134,FULL
60915,62493,FULL
65824,93647,FULL
101774,102321,FULL
149,1196,FULL
2493,5418,FULL
27972,29396,FULL
44573,50997,FULL
59843,76473,FULL
81920,83927,FULL
83927,94438,FULL
151,27534,FULL
35227,41525,FULL
41883,50451,FULL
69748,95944,FULL
155,160,FULL
22168,50243,FULL
62839,75634,FULL
85885,98044,FULL
156,5760,FULL
10373,26145,FULL
32680,35765,FULL
42036,47461,FULL
59187,64868,FULL
64961,74075,FULL
74583,80766,FULL
81140,82071,FULL
86397,90599,FULL
90599,91112,FULL
157,4360,FULL
12329,20494,FULL
21036,29760,FULL
43628,50597,FULL
56826,58134,FULL
71278,77476,FULL
78154,95911,FULL
98104,98576,FULL
161,1384,FULL
17175,50438,FULL
54840,85583,FULL
97400,100186,FULL
102179,111392,FULL
162,4431,FULL
23209,23729,FULL
24257,36149,FULL
36644,38774,FULL
41300,43836,FULL
46989,53164,FULL
56259,61032,FULL
73794,82902,FULL
83852,89687,FULL
93745,102833,FULL
165,1058,FULL
2509,2711,FULL
11399,11590,FULL
22041,30229,FULL
40752,59196,FULL
80273,87296,FULL
94099,97594,FULL
170,28544,FULL
45180,58126,FULL
74696,91958,FULL
91958,111428,FULL
172,4576,FULL
15296,30644,FULL
33018,37363,FULL
72097,73277,FULL
76915,80092,FULL
96358,97673,FULL
98041,99230,FULL
106426,107355,FULL
107355,108614,FULL
173,14545,FULL
18113,18926,FULL
32979,51098,FULL
52922,54478,FULL
55514,63369,FULL
65329,67545,FULL
69937,76056,FULL
78728,80148,FULL
90841,97279,FULL
97279,98069,FULL
174,12927,FULL
22525,35348,FULL
36918,42214,FULL
62026,69462,FULL
79208,93122,FULL
94056,101460,FULL
175,2454,FULL
2576,3135,FULL
4946,12174,FULL
13231,17944,FULL
20628,30882,FULL
34827,38255,FULL
44230,52507,FULL
56078,61282,FULL
67420,83104,FULL
83104,107233,FULL
176,642,FULL
7785,12420,FULL
18060,27445,FULL
41047,48253,FULL
56333,60895,FULL
84280,87740,FULL
89142,98144,FULL
109978,110312,FULL
177,10227,FULL
14588,15272,FULL
15919,18453,FULL
20693,27495,FULL
71053,82354,FULL
95194,95938,FULL
97379,97909,FULL
104287,110955,FULL
181,10019,FULL
15075,28174,FULL
29491,30051,FULL
49954,70773,FULL
80592,84898,FULL
89679,106981,FULL
185,498,FULL
771,4816,FULL
16630,18244,FULL
35925,43539,FULL
57020,59685,FULL
77976,100428,FULL
186,3518,FULL
16386,23639,FULL
34263,41234,FULL
46083,47709,FULL
56003,58434,FULL
97537,102488,FULL
105187,105289,FULL
189,23760,FULL
29055,33352,FULL
39173,46152,FULL
68525,68896,FULL
70003,70277,FULL
81068,92983,FULL
95729,98876,FULL
99429,103668,FULL
103668,105203,FULL
190,3197,FULL
26951,43379,FULL
51068,64823,FULL
66441,66596,FULL
71697,77584,FULL
81231,93918,FULL
98317,106135,FULL
195,3660,FULL
25458,35420,FULL
74134,92526,FULL
105455,110168,FULL
197,285,FULL
19118,21724,FULL
24826,26765,FULL
38427,38560,FULL
39021,46435,FULL
50615,57408,FULL
62506,70262,FULL
75286,77353,FULL
98219,101931,FULL
101931,109597,FULL
199,1997,FULL
9270,16439,FULL
18341,29985,FULL
31822,37040,FULL
53409,54464,FULL
57446,61452,FULL
68874,72892,FULL
89132,90950,FULL
102784,106212,FULL
106212,110723,FULL
201,911,FULL
1467,6568,FULL
31733,37856,FULL
58607,67045,FULL
67045,68926,FULL
202,3152,FULL
9668,12063,FULL
20952,27366,FULL
37950,49828,FULL
52718,74563,FULL
79772,80623,FULL
84870,85101,FULL
86155,93344,FULL
109431,109845,FULL
205,11944,FULL
14230,36611,FULL
62431,64114,FULL
66063,71846,FULL
72515,86523,FULL
87110,92734,FULL
94824,104908,FULL
104908,105814,FULL
207,10260,FULL
12826,13864,FULL
15995,23613,FULL
25927,38140,FULL
38187,45417,FULL
58761,69178,FULL
73223,79760,FULL
79839,98818,FULL
104196,104728,FULL
211,6160,FULL
7726,31995,FULL
42805,43760,FULL
50100,52342,FULL
76465,89935,FULL
92449,102521,FULL
212,9530,FULL
27591,40411,FULL
40815,43729,FULL
66923,69347,FULL
77474,78761,FULL
86726,87770,FULL
90358,103593,FULL
107120,108794,FULL
108794,111187,FULL
213,15063,FULL
30750,40614,FULL
45316,53989,FULL
61721,65910,FULL
68450,73285,FULL
73444,83003,FULL
89321,96655,FULL
96655,111302,FULL
214,6357,FULL
14431,17517,FULL
23855,53738,FULL
93824,101923,FULL
101923,102153,FULL
217,22019,FULL
48832,61175,FULL
68137,68437,FULL
75961,84278,FULL
86886,90848,FULL
90848,105171,FULL
218,8199,FULL
10372,26068,FULL
33589,35849,FULL
36679,71992,FULL
72274,76190,FULL
76190,105183,FULL
228,2555,FULL
25014,25422,FULL
46966,50261,FULL
63300,65177,FULL
66761,79711,FULL
104329,109609,FULL
229,2636,FULL
10925,24685,FULL
26420,27199,FULL
30449,37106,FULL
38799,43113,FULL
44515,51345,FULL
55163,81279,FULL
82479,90245,FULL
91132,94868,FULL
104109,104498,FULL
230,2765,FULL
8529,13326,FULL
21676,25141,FULL
34142,36422,FULL
39125,44862,FULL
53323,59849,FULL
65772,76510,FULL
87061,94610,FULL
94610,107154,FULL
236,1598,FULL
16327,58815,FULL
59931,64112,FULL
68609,68831,FULL
70576,100292,FULL
100292,111180,FULL
237,5026,FULL
11715,12717,FULL
14318,30201,FULL
35720,63469,FULL
63697,82388,FULL
82388,104148,FULL
240,3626,FULL
23216,34239,FULL
44686,52654,FULL
56840,59010,FULL
59312,63362,FULL
79015,81897,FULL
86310,90285,FULL
90285,106849,FULL
243,41148,FULL
48688,57724,FULL
84642,85680,FULL
93015,93393,FULL
98045,103208,FULL
250,6332,FULL
7047,7111,FULL
16133,19847,FULL
20463,31816,FULL
33873,47680,FULL
50073,58541,FULL
64305,71326,FULL
90450,92329,FULL
93800,105430,FULL
251,19067,FULL
20381,29861,FULL
36533,49065,FULL
53033,73994,FULL
87458,99795,FULL
252,7947,FULL
21192,21493,FULL
22063,27862,FULL
28649,30453,FULL
38299,52148,FULL
65092,78142,FULL
79105,81193,FULL
90367,92880,FULL
95131,100682,FULL
107840,111517,FULL
254,6375,FULL
35620,49478,FULL
61566,63575,FULL
65348,81264,FULL
93529,110279,FULL
255,26210,FULL
28054,28796,FULL
32452,46838,FULL
54718,55533,FULL
58288,90648,FULL
90964,96769,FULL
98127,102941,FULL
260,4353,FULL
11786,13209,FULL
51078,52035,FULL
66080,67856,FULL
70307,76292,FULL
87270,90195,FULL
95923,99264,FULL
99683,104730,FULL
105858,107979,FULL
107979,109070,FULL
267,16257,FULL
269,5043,FULL
5557,10137,FULL
15002,15028,FULL
31821,35216,FULL
48406,53841,FULL
61114,75335,FULL
81926,97500,FULL
97500,101557,FULL
273,582,FULL
11100,18783,FULL
22166,26556,FULL
30683,34241,FULL
45899,48462,FULL
61929,62992,FULL
76904,88746,FULL
93569,100466,FULL
103748,104791,FULL
104791,111012,FULL
276,5643,FULL
15103,29800,FULL
33735,48296,FULL
68997,69214,FULL
71470,73379,FULL
81147,83115,FULL
92139,92188,FULL
93597,94577,FULL
97030,106189,FULL
106189,109645,FULL
277,35898,FULL
42551,42753,FULL
51040,53863,FULL
58623,59933,FULL
66469,66528,FULL
72456,88796,FULL
89718,91431,FULL
99275,103120,FULL
103120,106685,FULL
284,1562,FULL
8803,17001,FULL
28187,31248,FULL
57519,63828,FULL
73161,74247,FULL
75873,112000,FULL
287,1616,FULL
15433,19020,FULL
53239,55027,FULL
56175,65888,FULL
68646,91074,FULL
91074,95740,FULL
291,3818,FULL
16740,20974,FULL
23079,23662,FULL
24366,57715,FULL
79875,82725,FULL
84903,86644,FULL
101306,108956,FULL
294,11215,FULL
17661,18094,FULL
29972,41185,FULL
42685,42969,FULL
50198,64060,FULL
75148,88945,FULL
97166,109804,FULL
109804,110758,FULL
297,6463,FULL
15276,21710,FULL
39218,41139,FULL
52583,52647,FULL
58563,62700,FULL
66344,72027,FULL
75883,80335,FULL
93180,100535,FULL
101203,101282,FULL
101282,109197,FULL
299,4606,FULL
45517,50014,FULL
54634,55512,FULL
63076,65341,FULL
66303,69982,FULL
75578,79028,FULL
79028,85945,FULL
300,12405,FULL
57752,60663,FULL
73735,76396,FULL
82155,86097,FULL
88517,108134,FULL
109190,109581,FULL
302,4470,FULL
7061,9082,FULL
9823,11319,FULL
45476,48798,FULL
55455,56233,FULL
60312,70840,FULL
74484,89254,FULL
91135,94032,FULL
104515,108008,FULL
108008,108064,FULL
306,11942,FULL
14813,16209,FULL
24507,28227,FULL
35444,46795,FULL
46954,74943,FULL
79794,99507,FULL
307,3227,FULL
3912,13094,FULL
16595,17732,FULL
19658,24656,FULL
34790,36554,FULL
36578,54607,FULL
65916,109247,FULL
109247,109255,FULL
311,3331,FULL
4908,5136,FULL
6895,7432,FULL
25423,27250,FULL
29542,42060,FULL
45430,46904,FULL
51370,55105,FULL
72606,80316,FULL
89228,90881,FULL
97221,105170,FULL
312,2170,FULL
24723,34338,FULL
35203,38964,FULL
43810,45924,FULL
56491,60931,FULL
63381,67844,FULL
78302,88062,FULL
93601,103379,FULL
105884,111695,FULL
313,8435,FULL
8794,12104,FULL
37043,39635,FULL
47215,47401,FULL
63513,80504,FULL
81495,81950,FULL
95933,97657,FULL
100325,105668,FULL
318,400,FULL
5510,12577,FULL
21286,24175,FULL
28645,32929,FULL
43753,48121,FULL
48121,94547,FULL
320,2866,FULL
4503,15907,FULL
19008,27711,FULL
49748,53575,FULL
55821,84342,FULL
90257,90303,FULL
103600,109483,FULL
321,20485,FULL
26728,29833,FULL
37455,42970,FULL
56432,57379,FULL
73487,74597,FULL
81677,81918,FULL
81998,88432,FULL
94191,95909,FULL
322,6507,FULL
26515,45647,FULL
51515,72843,FULL
75432,76485,FULL
80421,97282,FULL
98075,103233,FULL
103233,109886,FULL
323,10156,FULL
18274,21221,FULL
32725,41860,FULL
45572,45954,FULL
47517,49626,FULL
49724,58238,FULL
68381,69063,FULL
78251,97787,FULL
102762,108453,FULL
324,2596,FULL
11496,21092,FULL
22437,52712,FULL
52808,78572,FULL
79221,86765,FULL
87366,92140,FULL
92140,110594,FULL
328,14793,FULL
16130,30645,FULL
36686,40174,FULL
44661,46434,FULL
49830,56637,FULL
75204,84978,FULL
84978,92544,FULL
331,3365,FULL
4464,5544,FULL
6032,20246,FULL
27358,41970,FULL
50739,51224,FULL
52629,61240,FULL
66022,67890,FULL
72857,87562,FULL
333,13304,FULL
14049,35774,FULL
58201,96154,FULL
99861,109497,FULL
109497,110064,FULL
336,3585,FULL
6027,21374,FULL
40982,46969,FULL
52284,73832,FULL
77883,80610,FULL
80845,85184,FULL
85815,88034,FULL
96183,100754,FULL
337,16918,FULL
20631,24149,FULL
32234,32849,FULL
55724,72637,FULL
75880,78961,FULL
92887,99845,FULL
101172,105466,FULL
338,4258,FULL
9018,15781,FULL
20392,27075,FULL
31971,39684,FULL
46787,51843,FULL
57994,59391,FULL
59504,65386,FULL
74286,74548,FULL
83070,86534,FULL
86534,101539,FULL
339,14182,FULL
26984,50127,FULL
57474,60677,FULL
63173,65645,FULL
66916,70629,FULL
70629,89287,FULL
343,5082,FULL
20400,34978,FULL
42072,48077,FULL
79327,95273,FULL
98924,104631,FULL
104631,109481,FULL
345,14898,FULL
19983,30539,FULL
36604,41093,FULL
62166,74352,FULL
74352,93797,FULL
346,703,FULL
7290,23738,FULL
29205,39763,FULL
47389,57139,FULL
60924,69942,FULL
75618,75881,FULL
93212,93261,FULL
93261,94095,FULL
348,23768,FULL
33343,33840,FULL
37111,41119,FULL
43569,45385,FULL
54333,58994,FULL
65617,74493,FULL
75966,84545,FULL
101327,105797,FULL
106184,109292,FULL
354,5621,FULL
12347,13467,FULL
16647,19171,FULL
56680,64724,FULL
67221,79377,FULL
86796,98080,FULL
98843,101784,FULL
106927,107358,FULL
356,10652,FULL
19586,23796,FULL
27341,45105,FULL
51714,51798,FULL
59582,60594,FULL
65950,108295,FULL
357,9776,FULL
12387,12652,FULL
41459,45308,FULL
67634,70094,FULL
74326,74374,FULL
101921,109171,FULL
109240,109701,FULL
358,2032,FULL
2098,10211,FULL
11314,15726,FULL
25447,26555,FULL
40340,47900,FULL
49768,50099,FULL
71440,73479,FULL
84250,97070,FULL
99563,101876,FULL
101876,102317,FULL
360,7277,FULL
22744,22869,FULL
27386,27766,FULL
30806,37853,FULL
38285,41600,FULL
41978,54795,FULL
64767,84652,FULL
89822,93751,FULL
93751,108381,FULL
362,12486,FULL
17791,26033,FULL
26275,41364,FULL
48526,55003,FULL
78768,90459,FULL
98815,110861,FULL
363,5893,FULL
7994,11969,FULL
15756,30610,FULL
33418,36901,FULL
49723,65885,FULL
72621,81484,FULL
82156,86324,FULL
93783,97066,FULL
365,8793,FULL
29178,30907,FULL
34818,41062,FULL
56559,61885,FULL
63196,74182,FULL
84218,84311,FULL
84311,99502,FULL
366,16972,FULL
17786,30701,FULL
30762,42699,FULL
53586,75053,FULL
78723,81656,FULL
82369,84814,FULL
84814,100273,FULL
367,14772,FULL
17339,29253,FULL
35448,46238,FULL
54465,73981,FULL
95910,97180,FULL
368,2249,FULL
46358,54889,FULL
71748,71843,FULL
73714,97735,FULL
103030,104948,FULL
104948,108489,FULL
370,4500,FULL
6971,13515,FULL
18434,29430,FULL
32681,34366,FULL
38132,45662,FULL
54183,55856,FULL
67281,96591,FULL
100233,102054,FULL
103606,106682,FULL
106682,109158,FULL
371,23762,FULL
26558,38033,FULL
45348,45834,FULL
50396,61163,FULL
66495,70122,FULL
71615,72132,FULL
85339,92508,FULL
95702,100227,FULL
100773,106690,FULL
106690,107697,FULL
372,805,FULL
1554,12253,FULL
57069,93346,FULL
98285,108624,FULL
376,7656,FULL
21707,33796,FULL
34795,48585,FULL
51165,61873,FULL
73565,79444,FULL
79475,85679,FULL
85679,99462,FULL
377,11408,FULL
28917,50769,FULL
53573,61735,FULL
76951,79228,FULL
80107,83416,FULL
83945,107961,FULL
379,38789,FULL
54986,62629,FULL
66560,69886,FULL
70011,73777,FULL
85142,88805,FULL
91601,97932,FULL
110939,111489,FULL
384,8175,FULL
13924,16438,FULL
47855,56187,FULL
68441,79543,FULL
98264,103483,FULL
103483,110133,FULL
385,2440,FULL
12969,13417,FULL
17533,23862,FULL
33465,46009,FULL
64706,92756,FULL
101114,106355,FULL
388,3712,FULL
4788,12996,FULL
13035,15074,FULL
18873,19729,FULL
21780,25283,FULL
66134,90780,FULL
91206,98581,FULL
99500,103207,FULL
103207,109176,FULL
390,2599,FULL
6664,7113,FULL
11812,24222,FULL
30953,37891,FULL
61474,73841,FULL
73841,96933,FULL
392,9806,FULL
13869,19831,FULL
20276,22285,FULL
26672,28682,FULL
39551,39847,FULL
41254,62272,FULL
66783,69876,FULL
70336,77079,FULL
81490,94082,FULL
94082,109119,FULL
394,8007,FULL
22659,47996,FULL
70238,89452,FULL
107111,107819,FULL
108629,111438,FULL
395,12426,FULL
21219,23572,FULL
29093,37333,FULL
47097,57913,FULL
59832,74634,FULL
98583,100316,FULL
397,1388,FULL
3059,4590,FULL
7712,12352,FULL
24006,24335,FULL
38634,48990,FULL
71932,80410,FULL
97116,108407,FULL
108407,111777,FULL
398,7184,FULL
17226,18233,FULL
26223,45324,FULL
47054,47440,FULL
65998,68732,FULL
83180,88690,FULL
90719,90908,FULL
95118,95962,FULL
97692,101796,FULL
101796,103851,FULL
399,8915,FULL
16925,18927,FULL
36845,42268,FULL
60558,66731,FULL
78000,79669,FULL
79669,84809,FULL
402,4364,FULL
38437,41841,FULL
42206,45140,FULL
58486,62219,FULL
64906,68373,FULL
77763,99244,FULL
99244,103556,FULL
403,1951,FULL
22979,28108,FULL
36078,52376,FULL
53530,53549,FULL
62471,64278,FULL
72538,83267,FULL
84220,87096,FULL
88549,96560,FULL
103911,110194,FULL
405,4407,FULL
7385,20362,FULL
29844,49898,FULL
61701,68222,FULL
76560,76697,FULL
77536,91109,FULL
96111,111384,FULL
406,11691,FULL
12316,12978,FULL
24748,31953,FULL
46812,49428,FULL
54303,54717,FULL
60910,63641,FULL
65530,80248,FULL
88999,92134,FULL
410,874,FULL
6115,7588,FULL
8021,54159,FULL
60653,66405,FULL
76997,79142,FULL
81105,81468,FULL
81904,86903,FULL
106073,108732,FULL
411,13666,FULL
20619,25060,FULL
28267,34542,FULL
39116,46249,FULL
53397,53576,FULL
56489,62947,FULL
79487,80862,FULL
82639,92931,FULL
99738,101123,FULL
417,6210,FULL
9247,13498,FULL
21654,27230,FULL
34852,52676,FULL
59746,69229,FULL
88082,88441,FULL
98681,102419,FULL
106741,109725,FULL
418,6731,FULL
10124,13264,FULL
18046,33951,FULL
35872,51912,FULL
63311,66876,FULL
74955,77407,FULL
78488,81605,FULL
88575,103154,FULL
104316,110542,FULL
419,8242,FULL
9042,26892,FULL
32577,56632,FULL
77430,81952,FULL
81952,87351,FULL
423,10364,FULL
11666,18165,FULL
38264,38867,FULL
47414,53584,FULL
56043,61938,FULL
72687,93858,FULL
94387,94394,FULL
102091,104513,FULL
426,3422,FULL
14426,16347,FULL
32675,33319,FULL
34434,35341,FULL
42672,59664,FULL
